datetime,difficulty
2022-06-02 00:00:00,1720207595449003
2022-06-01 00:00:00,1696383232901120
2022-05-31 00:00:00,1679670083496619
2022-05-30 00:00:00,1657316478812160
2022-05-29 00:00:00,1619632167321600
2022-05-28 00:00:00,1591216842648235
2022-05-27 00:00:00,1634534510792249
2022-05-26 00:00:00,1659936140427264
2022-05-25 00:00:00,1638319570026496
2022-05-24 00:00:00,1708645424183524
2022-05-23 00:00:00,1736947498920619
2022-05-22 00:00:00,1761202879332352
2022-05-21 00:00:00,1804842878806699
2022-05-20 00:00:00,1818512835098852
2022-05-19 00:00:00,1824772690280448
2022-05-18 00:00:00,1779658353803264
2022-05-17 00:00:00,1742311107766955
2022-05-16 00:00:00,1699140542252829
2022-05-15 00:00:00,1678408794767360
2022-05-14 00:00:00,1646490029479253
2022-05-13 00:00:00,1658538665443328
2022-05-12 00:00:00,1689282578219008
2022-05-11 00:00:00,1735192557387776
2022-05-10 00:00:00,1822633080739157
2022-05-09 00:00:00,1877466391336277
2022-05-08 00:00:00,1983355767750656
2022-05-07 00:00:00,1962753585111950
2022-05-06 00:00:00,1936287101849145
2022-05-05 00:00:00,1963641867862016
2022-05-04 00:00:00,1940162474701255
2022-05-03 00:00:00,1912293624963982
2022-05-02 00:00:00,1874246418563072
2022-05-01 00:00:00,1856127383197013
2022-04-30 00:00:00,1836071884277533
2022-04-29 00:00:00,1816778264834503
2022-04-28 00:00:00,1858694341984256
2022-04-27 00:00:00,1884998600753152
2022-04-26 00:00:00,1900197565402681
2022-04-25 00:00:00,1883918684913664
2022-04-24 00:00:00,1910799930782151
2022-04-23 00:00:00,1929964104683065
2022-04-22 00:00:00,1955485724966912
2022-04-21 00:00:00,1919073946668601
2022-04-20 00:00:00,1904673040629760
2022-04-19 00:00:00,1898010472611840
2022-04-18 00:00:00,1778998271016960
2022-04-17 00:00:00,1800980003116373
2022-04-16 00:00:00,1825288444269909
2022-04-15 00:00:00,1851371422744576
2022-04-14 00:00:00,1922389900030407
2022-04-13 00:00:00,1982914161599374
2022-04-12 00:00:00,2047178981769216
2022-04-11 00:00:00,2149714644900978
2022-04-10 00:00:00,2162532139663360
2022-04-09 00:00:00,2141900190515200
2022-04-08 00:00:00,2027998612262457
2022-04-07 00:00:00,1880413723164672
2022-04-06 00:00:00,1555668770342685
2022-04-05 00:00:00,1570154323028651
2022-04-04 00:00:00,1710367646416896
2022-04-03 00:00:00,1834845462331392
2022-04-02 00:00:00,1919659792138240
2022-04-01 00:00:00,2077574465323008
2022-03-31 00:00:00,2156870299025408
2022-03-30 00:00:00,2267884466208768
2022-03-29 00:00:00,2320233943531520
2022-03-28 00:00:00,2377135549317120
2022-03-27 00:00:00,2266457373846187
2022-03-26 00:00:00,2070369926119424
2022-03-25 00:00:00,1640631932696804
2022-03-24 00:00:00,1601883214970880
2022-03-23 00:00:00,1690799775416320
2022-03-22 00:00:00,1721332280357319
2022-03-21 00:00:00,1749052178242674
2022-03-20 00:00:00,1793221860524032
2022-03-19 00:00:00,1806620011003904
2022-03-18 00:00:00,1820018161483776
2022-03-17 00:00:00,1791147391320064
2022-03-16 00:00:00,1765401030907221
2022-03-15 00:00:00,1735468986255133
2022-03-14 00:00:00,1676179706740736
2022-03-13 00:00:00,1681497413124096
2022-03-12 00:00:00,1677819578941440
2022-03-11 00:00:00,1671387775937195
2022-03-10 00:00:00,1652875214192640
2022-03-09 00:00:00,1654029128739499
2022-03-08 00:00:00,1657115003089351
2022-03-07 00:00:00,1663277624983552
2022-03-06 00:00:00,1732494005574770
2022-03-05 00:00:00,1738812737599716
2022-03-04 00:00:00,1727800918671360
2022-03-03 00:00:00,1749710262676139
2022-03-02 00:00:00,1759702265480989
2022-03-01 00:00:00,1769307482619904
2022-02-28 00:00:00,1749440634173668
2022-02-27 00:00:00,1713893247869838
2022-02-26 00:00:00,1680931372225877
2022-02-25 00:00:00,1667667081560064
2022-02-24 00:00:00,1650945700134912
2022-02-23 00:00:00,1646931933892153
2022-02-22 00:00:00,1649383405780992
2022-02-21 00:00:00,1589082064945152
2022-02-20 00:00:00,1611331665803492
2022-02-19 00:00:00,1650606517023175
2022-02-18 00:00:00,1725567535677440
2022-02-17 00:00:00,1752193380122624
2022-02-16 00:00:00,1758825614934016
2022-02-15 00:00:00,1750164813381632
2022-02-14 00:00:00,1740250418249728
2022-02-13 00:00:00,1742708034327893
2022-02-12 00:00:00,1749207035674624
2022-02-11 00:00:00,1747205223000747
2022-02-10 00:00:00,1685620969468359
2022-02-09 00:00:00,1623942405612430
2022-02-08 00:00:00,1619202670592000
2022-02-07 00:00:00,1717151189346987
2022-02-06 00:00:00,1747809739647659
2022-02-05 00:00:00,1781457408229376
2022-02-04 00:00:00,1837679067004928
2022-02-03 00:00:00,1904549918233941
2022-02-02 00:00:00,1952294206352043
2022-02-01 00:00:00,2076625277550592
2022-01-31 00:00:00,2063544477432036
2022-01-30 00:00:00,2040401523376128
2022-01-29 00:00:00,1952697694668573
2022-01-28 00:00:00,1897756980062891
2022-01-27 00:00:00,1848973488816128
2022-01-26 00:00:00,1798981411667968
2022-01-25 00:00:00,1778146942881337
2022-01-24 00:00:00,1760321039033230
2022-01-23 00:00:00,1753253372086045
2022-01-22 00:00:00,1799771685650432
2022-01-21 00:00:00,1857153254031360
2022-01-20 00:00:00,1882828628179172
2022-01-19 00:00:00,1877905730699264
2022-01-18 00:00:00,1870044150977877
2022-01-17 00:00:00,1855333291465842
2022-01-16 00:00:00,1808735282397184
2022-01-15 00:00:00,1753067107705742
2022-01-14 00:00:00,1723558922638677
2022-01-13 00:00:00,1701119508086784
2022-01-12 00:00:00,1668234017243136
2022-01-11 00:00:00,1707057151242695
2022-01-10 00:00:00,1727196938895360
2022-01-09 00:00:00,1745036622430208
2022-01-08 00:00:00,1883723144597049
2022-01-07 00:00:00,1910061196407239
2022-01-06 00:00:00,1943610140393472
2022-01-05 00:00:00,1935594627851150
2022-01-04 00:00:00,1920295387645725
2022-01-03 00:00:00,1895923118505984
2022-01-02 00:00:00,1908604367361365
2022-01-01 00:00:00,1851216803921920
2021-12-31 00:00:00,1748213406921159
2021-12-30 00:00:00,1631499161960448
2021-12-29 00:00:00,1571160896336327
2021-12-28 00:00:00,1644308305397533
2021-12-27 00:00:00,1696103821417586
2021-12-26 00:00:00,1763676780494848
2021-12-25 00:00:00,1848983898146589
2021-12-24 00:00:00,1892883176445269
2021-12-23 00:00:00,1940303015575552
2021-12-22 00:00:00,2016664312872960
2021-12-21 00:00:00,2038872962411179
2021-12-20 00:00:00,2049992185348096
2021-12-19 00:00:00,1985469607488171
2021-12-18 00:00:00,1943796315295289
2021-12-17 00:00:00,1932709513396224
2021-12-16 00:00:00,1843393342035285
2021-12-15 00:00:00,1827394051986773
2021-12-14 00:00:00,1856272248864768
2021-12-13 00:00:00,1921787411562496
2021-12-12 00:00:00,1987475804607829
2021-12-11 00:00:00,2023769799393280
2021-12-10 00:00:00,2067618731130880
2021-12-09 00:00:00,2085406815405853
2021-12-08 00:00:00,2074115942907904
2021-12-07 00:00:00,2058449154910891
2021-12-06 00:00:00,2102412261195776
